"t","sig.0001","sig.0002","sig.0003","sig.0004","sig.0005","sig.0006","sig.0007","sig.0008","sig.0009","sig.0010","sig.0011","sig.0012","sig.0013","sig.0014","sig.0015","sig.0016","sig.0017","sig.0018","sig.0019","sig.0020","sig.0021","sig.0022","sig.0023","sig.0024","sig.0025","sig.0026","sig.0027","sig.0028","sig.0029","sig.0030","sig.0031","sig.0032","sig.0033","sig.0034","sig.0035","sig.0036","sig.0037","sig.0038","sig.0039","sig.0040","sig.0041","sig.0042","sig.0043","sig.0044","sig.0045","sig.0046","sig.0047","sig.0048","sig.0049","sig.0050"
2006-01-01,0.628081418528019,0.315335422730628,0.153558401304177,0.553304398579875,0.545788294502373,-0.211428925026847,1.15320297088508,-0.778064658582249,0.761448849134736,-0.24606649235713,0.303018527682715,0.563259752508787,0.00993682814825843,-0.793212229446799,1.23614073945795,-0.464936696431625,1.29412085545864,-0.319393068598364,1.3135534325041,1.06746561367312,0.0426885018545969,-0.434297696604083,-0.694545564925354,0.260060931344011,0.194056182294878,0.726966125958087,-0.739697044999373,-0.193931339783508,-0.330427201337259,0.0340635839821753,-0.740328896672129,-0.472741876367947,-0.309029598713443,0.222246295114943,-1.55981518122129,0.864570434187086,-1.22031591119142,0.238850053585365,-0.638526909735114,-1.39685835179299,0.141969543659293,0.000321440192831239,-0.927963735211111,-0.427979439027741,0.384806180557413,-1.40050990451229,0.0455964015410542,-0.859025370836144,-0.0836704708293944,0.544036730858553
2006-01-02,-0.344042438927327,0.405445577281382,0.538652299235045,-1.08846099549743,-0.117681387811835,-0.0592071171280271,-1.4004164939021,0.321383583347517,-0.56721714902874,0.166845537759151,-0.035435186150161,-0.976020748177321,-0.0829804236132737,0.671316415846206,0.409226300538895,0.0719064357288199,0.947695759411269,-0.0518929536534391,-0.350415194251892,-0.105134084938937,0.876522956995424,-0.082789541837407,-1.01060633755231,0.370145086416777,0.540147228706478,-1.15641862010983,1.0705053942711,-0.71580670244706,0.470066941437867,-0.772429741103404,-0.068372684684979,-0.117488487055939,-0.184805931578886,-1.25927076760546,-0.0457713468927354,-1.07823699215194,-1.4159480778305,1.78775008913585,-0.20015483443473,0.107338875051349,-0.623260942683792,0.343794650453038,-0.847532244095707,-0.339154135067362,0.356428066267309,0.549294051467167,-0.811742187420191,-1.01938934962876,-0.451838000048125,-0.631168164757904
2006-01-03,-0.048498287207973,0.50077099672155,-0.116489283225165,-0.817495537350606,1.17824957512898,-0.711190581782509,-1.74239091740979,1.19719725992555,0.359039974855175,1.12168459932081,-0.0795219829459461,0.777731448752486,0.452720981732966,1.63784495565267,-0.531528838161397,-0.341981483753824,-0.391043318942671,1.72202043169282,-0.225031785935249,0.508319115526295,0.497444125308571,0.20204853214541,-0.378489045542165,-1.43391898616227,0.440732076688164,-0.390294614439049,0.519569487099386,0.151534152407551,0.588354463709521,-1.98710396407847,-0.604321037589433,-0.915823289295975,-1.39278802840357,-0.341341942459796,1.54290681024876,0.12591194264866,0.270378069482001,0.0900256607582417,0.163924806769997,-0.142487025246735,-0.149718692033484,-1.15330441257984,-1.28197828426946,0.91816277461203,0.665407554528483,-0.118882966260923,-0.0262993979842023,2.45423370929227,-0.160558380594949,0.139346285765845
2006-01-04,0.466477410444414,0.883541610001342,-1.73454083911142,-1.44394408377616,1.02011279232291,0.149952072269008,-0.810484887388561,-0.0495638847358308,2.20011947994771,0.802101765328612,-0.719193466036228,0.00136055032020354,-0.445163767350524,0.211002135910046,-1.07904641443726,-1.1343521873333,-0.976457561794388,0.947961779770827,0.265811634120036,0.282390742119283,0.655893717450884,0.383317268847965,-0.109530975696879,-0.213930506422964,0.49173844715378,-0.123073429999705,0.820686455921952,-1.92672440156006,0.457470706982228,-2.04469361168384,0.876131168738183,-1.62362134356642,-0.600928134671638,-0.406569672673331,-1.02514232975392,-1.63104008185989,-0.481042973215363,1.06503463583558,-0.0384309349556667,-1.00220289349916,-0.381388655314296,-0.0149455859834073,-0.190597091148857,-0.667456050738804,1.44458401386363,0.474211756594057,-0.219000909863426,-0.0521455830631244,0.339683897030691,-0.0470197739822731
2006-01-05,-0.6791435008659,1.24344658177462,-0.285281209648544,-1.51774927332565,0.388248166652117,-0.908735755973139,0.0503760282637021,-1.20971357004781,0.267918568982785,-0.563630001159022,0.250833359180389,-0.0556107886947671,0.153558470522003,0.256016980132141,0.865443584641457,-0.0890800319564461,-0.266279846216504,1.8443613350846,0.844725809281852,0.520352569313586,0.340343277111409,-0.188486853266432,-0.197352233629337,-1.12684071382291,-1.06597332510728,-0.183754285324922,1.75263971875816,-0.186350062995077,1.06835403422075,-1.01148326398728,0.313751824333958,1.72813782689864,0.0250141032938184,0.782664420578827,-1.16361768474848,-0.677407859289426,0.126368773851677,0.523947560421204,-0.102216697053036,0.0495354999135255,-0.31184764330622,-0.874117995454911,-0.00228089500445005,-0.0209439154119179,1.6285748256116,0.383144306082582,-0.70188760762949,1.70773656297583,0.645581753953989,-0.63904264712996
2006-01-06,0.37893221981155,1.39149246512766,-0.108737513437995,-0.590651538674999,0.499798072040681,-0.0313500324286798,-0.126430408674339,-2.12264334442723,0.0170698768803016,0.260317059392941,-0.623501675980505,0.0720772839661888,-0.0537290069550465,-0.237969878663579,-0.0510628179528365,1.43095861525676,-1.05499586209957,1.45594959066616,-0.889866300040981,-0.624852811054217,0.982548393945325,-0.089529131407996,-0.632665442888307,1.3044400557091,-0.179931999542696,0.659055304127638,0.944751865858499,1.76168152099077,0.347782758106661,-0.744723366345684,-0.433138727154163,-0.297547847184288,-0.837364698386565,-0.4494142122766,1.95699251658656,0.461318916799948,-1.10689862655409,0.398962535696803,1.841957615696,-0.440947605085563,0.867069927605045,-0.701808454383188,0.945719812021528,-1.8653054921301,-1.68771568156179,-0.650671678116,-1.00934954615322,0.983021217140147,0.611384107000298,1.53412089128351
2006-01-07,-1.42381094470784,0.860506060713477,-0.0134145488094997,0.659055713015539,0.954314024979393,0.197754170665222,-0.0576069728827284,0.610134201276883,-0.325559983851868,0.514433527406617,-0.715974097134672,0.209364219813791,0.29375964992402,-1.2972348301067,-0.512530093533483,0.321013345873452,-0.641542553175731,1.47357805134252,0.244198163935257,-0.552256727804625,-0.179032881451734,-1.05409898753957,1.10607146950587,-0.464272310859154,0.844086662522588,0.0260844521264803,-1.13184236948319,-0.223091052201564,1.28238731803733,0.803404084966905,-0.32226550322194,0.962813246458526,0.930636785433127,0.97545636636786,-0.853645995057997,1.72041346956966,-0.673366077893857,2.09657545964156,-0.721600340025638,-1.15690557523848,0.64058931185188,0.937408847268805,0.147695462972588,1.81036964397882,1.24617272305883,-0.214390753409716,-0.306745379699192,-0.736385833974954,0.398631448207143,0.635572489845371
2006-01-08,0.714324167138709,-0.131673133487925,-2.3580410635929,0.999914609101806,-0.0781770098766336,-0.572671138697907,0.666751119963287,-0.866885015975274,1.25254410297492,-0.429187225449293,0.352063037142675,-0.0380845390435915,0.203220141004169,0.229300466446654,0.134848417585226,-2.16088022276832,-0.317714434146524,1.04560638513801,-0.186748312723715,-1.95605238995436,-0.641812291248255,0.618786054044407,0.662904788931459,2.06632698022812,-1.65065256804202,0.0660595949060934,-1.82917505261293,0.962841413966783,-0.772840180580094,0.214752977699736,-1.27223249372192,0.857333132789158,0.495100052396201,1.0893949252643,-0.0107816642874786,0.935194075022979,-0.160313523214302,-0.559630585846211,0.97458195144483,0.246412228198127,1.28993886332541,0.616570083718489,1.30350791896596,-0.798636482034602,-0.898437482759126,0.00571420157681218,-1.60067678906004,-0.916184496539119,-0.510342289853399,0.393645287804992
2006-01-09,-1.0018833500494,-0.084381729917421,-0.14831886747221,0.914184890875654,1.10961201612748,-1.32805166019354,1.21514519802206,-0.645666455716444,-1.07062002552639,-0.119989217511951,-0.220938428953606,0.298243116287684,0.186175790118762,-1.47773396222078,0.31859944303584,-0.290015220833595,-0.789819217122417,-0.153033638182078,0.0320312712507037,-1.69868130726061,-1.30154360479729,-0.0423049288778458,-0.521985385751272,1.44839882051502,-0.71887920292928,-1.1416612924889,-0.913435762276605,-0.805084702995366,-0.948324943430345,0.509062710490935,-0.350263726376858,2.14832607020517,-0.278439521849002,-0.832635036164325,0.793359846046716,-0.928529498544021,0.446224538878669,-0.425573975925349,-0.723879375803885,-1.91397891884687,2.19325410283583,-0.441076268461223,0.345158147847277,-1.71738593459815,-1.02373229946133,-2.24256306617237,-0.53027807706578,-0.361907293827747,1.96610651930544,1.5687277969069
2006-01-10,0.924832286761828,0.71151911378138,0.501225426074008,2.17949859979204,1.58624874004893,-0.323107322387751,-0.789157149769792,-0.129664714623483,-0.528587712873444,-0.318419439304428,1.50105822671591,1.51460362507453,0.54036007461877,-0.84920724064246,1.06366274085569,0.0413203314835122,0.905437754493685,1.9019015086033,0.468120441845161,-0.705569197013108,0.00227175927127495,-0.824953137741644,0.0328631482904884,0.665986855678988,-0.00448628433270813,-0.556427404454623,0.783049887616754,0.158070660229725,-0.707798180521285,0.263539426083113,-0.748779067586271,-0.146155198809462,-0.987523231901505,-0.755414352700858,-0.756932859468121,1.36690652045051,-0.25025172276258,0.50808778989876,0.713957446145744,1.51638588048994,0.183721353720611,0.27298604516781,0.57069238002608,-0.43078873770044,0.101576236265962,0.367684326056034,0.160525223682393,-0.33032889670497,0.247830677375739,0.657280556799687
